0.0,13.0,5.7692307692307692,0.0,1.0,0.0,0.0,1.0,0.0,0.23076923076923078,8.0,0.0,0.0,1.0
0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,10.0,1.0,1.0,0.0
0.0,11.0,5.6363636363636367,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,6.0,1.0,0.0,0.0
0.0,16.0,5.75,0.0,0.0,1.0,0.0,1.0,0.0,0.25,8.0,0.0,1.0,0.0
0.0,11.0,6.0909090909090908,0.0,0.0,0.0,0.0,0.0,1.0,0.27272727272727271,7.0,1.0,0.0,0.0
0.0,15.0,5.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000001,9.0,1.0,0.0,1.0
0.0,14.0,5.7142857142857144,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,13.0,0.0,0.0,0.0
0.0,10.0,7.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
0.0,14.0,4.8571428571428568,0.0,0.0,2.0,0.0,2.0,1.0,0.5714285714285714,8.0,0.0,1.0,0.0
0.0,12.0,6.416666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333331,11.0,0.0,0.0,0.0
0.0,14.0,6.1428571428571432,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,7.0,0.0,0.0,0.0
0.0,8.0,8.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,4.0,0.0,0.0,0.0
0.0,21.0,6.6190476190476186,2.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,27.0,0.0,0.0,0.0
0.0,9.0,7.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,3.0,0.0,0.0,0.0
0.0,20.0,5.7000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.20000000000000001,13.0,1.0,0.0,1.0
0.0,12.0,5.75,0.0,0.0,2.0,1.0,1.0,0.0,0.33333333333333331,9.0,1.0,1.0,0.0
0.0,11.0,5.2727272727272725,0.0,1.0,1.0,0.0,1.0,0.0,0.36363636363636365,8.0,1.0,1.0,0.0
0.0,14.0,6.2142857142857144,0.0,0.0,0.0,0.0,1.0,1.0,0.21428571428571427,12.0,0.0,1.0,1.0
0.0,8.0,6.875,1.0,0.0,0.0,0.0,0.0,0.0,0.125,4.0,0.0,0.0,0.0
0.0,10.0,6.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,8.0,0.0,0.0,0.0
0.0,15.0,4.5333333333333332,0.0,1.0,1.0,0.0,1.0,0.0,0.40000000000000002,8.0,0.0,0.0,0.0
0.0,10.0,6.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000001,6.0,0.0,0.0,0.0
0.0,11.0,4.8181818181818183,0.0,1.0,0.0,0.0,0.0,0.0,0.36363636363636365,6.0,0.0,0.0,0.0
0.0,12.0,5.666666666666667,0.0,0.0,1.0,0.0,2.0,0.0,0.41666666666666669,5.0,1.0,1.0,0.0
0.0,13.0,4.9230769230769234,0.0,2.0,0.0,0.0,0.0,0.0,0.61538461538461542,7.0,0.0,0.0,0.0
0.0,14.0,6.3571428571428568,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,5.0,0.0,0.0,0.0
0.0,13.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15384615384615385,7.0,0.0,0.0,0.0
0.0,18.0,6.4444444444444446,0.0,1.0,0.0,0.0,0.0,0.0,0.3888888888888889,19.0,0.0,1.0,0.0
0.0,11.0,5.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.27272727272727271,8.0,0.0,0.0,0.0
0.0,15.0,6.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000001,13.0,0.0,0.0,0.0
0.0,21.0,5.3809523809523814,0.0,1.0,0.0,0.0,0.0,1.0,0.47619047619047616,12.0,0.0,0.0,1.0
0.0,20.0,5.75,0.0,2.0,1.0,0.0,3.0,1.0,0.45000000000000001,9.0,1.0,1.0,1.0
0.0,16.0,5.9375,0.0,0.0,0.0,0.0,1.0,0.0,0.25,17.0,1.0,0.0,0.0
0.0,12.0,5.416666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.25,13.0,0.0,1.0,0.0
0.0,16.0,5.75,0.0,0.0,1.0,0.0,2.0,1.0,0.375,8.0,0.0,1.0,0.0
0.0,13.0,6.8461538461538458,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,4.0,0.0,0.0,0.0
0.0,13.0,6.0769230769230766,0.0,2.0,0.0,0.0,0.0,0.0,0.46153846153846156,5.0,0.0,1.0,0.0
0.0,9.0,5.7777777777777777,0.0,0.0,0.0,0.0,0.0,1.0,0.22222222222222221,4.0,0.0,0.0,0.0
0.0,27.0,5.1481481481481479,0.0,0.0,1.0,0.0,2.0,1.0,0.40740740740740738,12.0,0.0,0.0,0.0
0.0,16.0,5.3125,0.0,0.0,0.0,0.0,2.0,0.0,0.25,9.0,0.0,1.0,0.0
0.0,8.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.0,1.0,0.0,0.0
0.0,19.0,5.8947368421052628,0.0,2.0,0.0,0.0,0.0,0.0,0.36842105263157893,10.0,0.0,0.0,0.0
0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333331,12.0,1.0,0.0,1.0
1.0,11.0,5.6363636363636367,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,10.0,0.0,0.0,0.0
0.0,14.0,6.3571428571428568,0.0,1.0,0.0,0.0,0.0,0.0,0.35714285714285715,5.0,0.0,1.0,0.0
0.0,19.0,5.1052631578947372,0.0,1.0,0.0,0.0,0.0,0.0,0.36842105263157893,13.0,1.0,0.0,0.0
